id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Class_number_of_rings,shell_humidity_weight
3957,F,0.605,0.47,0.165,1.1775,0.611,0.2275,0.292,9,0.27
3958,M,0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8,0.11
3959,F,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7,0.18
3960,F,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155,10,0.15
3961,I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12,0.19
3962,I,0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4,0.01
3963,I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,5,0.03
3964,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9,0.25
3965,I,0.415,0.31,0.095,0.34,0.181,0.057,0.083,6,0.08
3966,F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,9,0.28
3967,F,0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12,0.47
3968,F,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9,0.45
3969,F,0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9,0.14
3970,F,0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10,0.36
3971,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,12,0.29
3972,F,0.55,0.415,0.18,1.1655,0.502,0.301,0.311,9,0.35
3973,I,0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8,0.22
3974,F,0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23,0.41
3975,F,0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8,0.05
3976,I,0.435,0.33,0.095,0.393,0.219,0.075,0.0885,6,0.09
3977,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7,0.08
3978,I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10,0.32
3979,F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,10,0.1
3980,F,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11,0.58
3981,M,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9,0.39
3982,F,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10,0.34
3983,F,0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,8,0.22
3984,F,0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8,0.31
3985,M,0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285,9,0.37
3986,M,0.585,0.45,0.15,1.047,0.4315,0.276,0.315,14,0.3
3987,F,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,10,0.32
3988,I,0.51,0.405,0.12,0.61,0.229,0.131,0.235,11,0.15
3989,F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8,0.13
3990,F,0.44,0.34,0.1,0.451,0.188,0.087,0.13,10,0.13
3991,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,0.07
3992,F,0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20,0.37
3993,I,0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10,0.17
3994,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8,0.1
3995,M,0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11,0.47
3996,M,0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13,0.37
3997,M,0.63,0.515,0.165,1.352,0.488,0.349,0.45,20,0.41
3998,F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,9,0.25
3999,M,0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9,0.24
4000,F,0.505,0.41,0.135,0.657,0.291,0.133,0.195,15,0.17
4001,F,0.555,0.42,0.14,0.868,0.33,0.243,0.21,13,0.33
4002,M,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9,0.18
4003,F,0.67,0.52,0.15,1.406,0.519,0.348,0.37,13,0.52
4004,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8,0.09
4005,I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,0.14
4006,I,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10,0.18
4007,I,0.455,0.37,0.125,0.433,0.201,0.1265,0.145,9,0.09
4008,M,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12,0.85
4009,I,0.35,0.27,0.075,0.215,0.1,0.036,0.065,6,0.05
4010,I,0.41,0.31,0.09,0.3335,0.1635,0.061,0.091,6,0.08
4011,I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6,0.03
4012,I,0.455,0.365,0.135,0.441,0.1515,0.1165,0.145,9,0.14
4013,F,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11,0.53
4014,I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6,0.08
4015,M,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9,0.15
4016,I,0.44,0.33,0.135,0.522,0.17,0.0905,0.195,16,0.16
4017,I,0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8,0.06
4018,M,0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,11,0.14
4019,M,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11,0.49
4020,M,0.635,0.495,0.17,1.3695,0.657,0.3055,0.365,10,0.35
4021,M,0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,11,0.18
4022,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12,0.74
4023,M,0.495,0.38,0.12,0.474,0.197,0.1065,0.1545,10,0.12
4024,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,0.14
4025,F,0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045,11,0.34
4026,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10,0.47
4027,F,0.445,0.355,0.15,0.485,0.181,0.125,0.155,11,0.15
4028,F,0.655,0.505,0.165,1.367,0.5835,0.3515,0.396,10,0.39
4029,F,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10,0.24
4030,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,0.32
4031,M,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9,0.12
4032,I,0.235,0.175,0.055,0.067,0.027,0.0125,0.018,6,0.02
4033,M,0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16,0.2
4034,M,0.685,0.53,0.17,1.56,0.647,0.383,0.465,11,0.45
4035,I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6,0.08
4036,M,0.505,0.405,0.11,0.625,0.305,0.16,0.175,9,0.15
4037,I,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6,0.04
4038,I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19,0.23
4039,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,0.47
4040,M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9,0.21
4041,I,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,6,0.05
4042,M,0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,0.33
4043,F,0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,0.29
4044,M,0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07,9,0.07
4045,I,0.41,0.325,0.1,0.394,0.208,0.0655,0.106,6,0.08
4046,I,0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,8,0.07
4047,F,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,13,0.43
4048,I,0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,4,0.04
4049,F,0.405,0.31,0.12,0.3095,0.138,0.058,0.095,13,0.08
4050,M,0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02,4,0.02
4051,M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,10,0.13
4052,F,0.57,0.45,0.16,0.9715,0.3965,0.255,0.26,12,0.31
4053,F,0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085,10,0.28
4054,M,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,5,0.01
4055,F,0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,0.4
4056,M,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,13,0.31
4057,M,0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6,0.04
4058,F,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355,10,0.31
4059,F,0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9,0.1
4060,M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,0.28
4061,F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9,0.07
4062,M,0.535,0.44,0.165,0.875,0.279,0.18,0.3,10,0.3
4063,M,0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,8,0.34
4064,F,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8,0.25
4065,M,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11,0.38
4066,F,0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9,0.23
4067,F,0.66,0.525,0.16,1.277,0.4975,0.319,0.394,13,0.39
4068,F,0.565,0.455,0.13,1.058,0.439,0.2645,0.3,10,0.32
4069,I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6,0.05
4070,M,0.57,0.455,0.15,0.96,0.387,0.2385,0.275,11,0.3
4071,I,0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,11,0.09
4072,M,0.59,0.45,0.185,1.283,0.473,0.276,0.425,16,0.38
4073,M,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12,0.45
4074,F,0.61,0.495,0.16,1.089,0.469,0.198,0.384,11,0.24
4075,F,0.49,0.365,0.13,0.6835,0.165,0.1315,0.205,21,0.31
4076,M,0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,12,0.42
4077,F,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6,0.13
4078,I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8,0.11
4079,I,0.17,0.13,0.095,0.03,0.013,0.008,0.01,4,0.01
4080,I,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10,0.22
4081,F,0.75,0.615,0.205,2.2635,0.821,0.423,0.726,12,0.72
4082,I,0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4,0.02
4083,M,0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,14,0.2
4084,F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12,0.65
4085,F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,0.35
4086,F,0.59,0.445,0.13,1.1325,0.3825,0.234,0.32,13,0.43
4087,F,0.63,0.485,0.185,1.167,0.548,0.2485,0.34,10,0.28
4088,M,0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10,0.33
4089,M,0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9,0.17
4090,I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5,0.03
4091,I,0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,0.15
4092,I,0.43,0.32,0.11,0.3675,0.1675,0.102,0.105,8,0.09
4093,F,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12,0.29
4094,M,0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9,0.14
4095,I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7,0.03
4096,M,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9,0.4
4097,F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10,0.27
4098,M,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10,0.21
4099,I,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9,0.13
4100,I,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055,7,0.05
4101,I,0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3,0.01
4102,M,0.735,0.59,0.205,2.087,0.909,0.474,0.625,12,0.55
4103,I,0.475,0.365,0.115,0.499,0.232,0.0885,0.156,10,0.11
4104,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17,0.19
4105,F,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10,0.41
4106,M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,12,0.45
4107,I,0.495,0.38,0.145,0.515,0.175,0.098,0.212,13,0.13
4108,F,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8,0.14
4109,I,0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9,0.1
4110,F,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,9,0.4
4111,F,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12,0.37
4112,F,0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,10,0.35
4113,M,0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11,0.36
4114,M,0.31,0.225,0.075,0.1295,0.0455,0.0335,0.044,9,0.04
4115,I,0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,8,0.11
4116,I,0.225,0.16,0.045,0.0465,0.025,0.015,0.015,4,0.01
4117,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15,0.4
4118,F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8,0.11
4119,M,0.555,0.455,0.135,0.837,0.382,0.171,0.235,9,0.22
4120,F,0.62,0.47,0.225,1.115,0.378,0.2145,0.36,15,0.38
4121,F,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6,0.13
4122,F,0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10,0.4
4123,M,0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,0.59
4124,I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,0.08
4125,M,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16,0.72
4126,I,0.315,0.21,0.06,0.125,0.06,0.0375,0.035,5,0.03
4127,I,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10,0.22
4128,I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4,0.04
4129,M,0.58,0.465,0.16,1.0345,0.315,0.26,0.3635,12,0.36
4130,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,0.39
4131,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,9,0.29
4132,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,0.31
4133,M,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7,0.1
4134,M,0.345,0.265,0.09,0.163,0.0615,0.037,0.0485,10,0.05
4135,F,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10,0.12
4136,M,0.66,0.525,0.2,1.489,0.6065,0.3795,0.421,10,0.46
4137,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9,0.16
4138,F,0.57,0.45,0.175,0.9555,0.38,0.1665,0.295,18,0.28
4139,I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4,0.02
4140,M,0.58,0.47,0.165,1.041,0.54,0.166,0.279,9,0.22
4141,M,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7,0.12
4142,M,0.645,0.505,0.185,1.463,0.592,0.3905,0.416,10,0.46
4143,I,0.455,0.375,0.125,0.533,0.233,0.106,0.185,8,0.12
4144,M,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9,0.24
4145,I,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6,0.06
4146,I,0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7,0.09
4147,M,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13,0.54
4148,I,0.585,0.45,0.135,0.855,0.3795,0.187,0.26,9,0.22
4149,F,0.52,0.41,0.16,0.712,0.2845,0.153,0.225,10,0.2
4150,F,0.605,0.485,0.165,1.0735,0.437,0.205,0.33,14,0.31
4151,F,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11,0.42
4152,F,0.56,0.46,0.18,0.97,0.342,0.196,0.355,12,0.27
4153,F,0.68,0.515,0.175,1.6185,0.5125,0.409,0.62,12,0.49
4154,I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,0.03
4155,F,0.655,0.54,0.175,1.5585,0.7285,0.402,0.385,11,0.44
4156,F,0.64,0.51,0.165,1.486,0.7595,0.332,0.321,8,0.41
4157,M,0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8,0.22
4158,I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,0.09
4159,F,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10,0.2
4160,I,0.55,0.445,0.11,0.7935,0.378,0.142,0.26,10,0.16
4161,F,0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7,0.15
4162,I,0.27,0.19,0.06,0.099,0.0445,0.017,0.03,5,0.02
4163,I,0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5,0.04
4164,M,0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,17,0.52
4165,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9,0.29
4166,I,0.54,0.41,0.135,0.7025,0.31,0.177,0.2,8,0.19
4167,M,0.44,0.34,0.105,0.402,0.1305,0.0955,0.165,10,0.11
4168,I,0.43,0.35,0.105,0.366,0.1705,0.0855,0.11,6,0.09
4169,F,0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,0.27
4170,I,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5,0.02
4171,I,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,8,0.07
4172,M,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10,0.45
4173,M,0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9,0.33
4174,I,0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,0.06
4175,I,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,7,0.02
4176,M,0.455,0.34,0.135,0.462,0.1675,0.158,0.12,9,0.17
4177,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,0.2
4178,I,0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11,0.19
4179,M,0.67,0.5,0.19,1.519,0.616,0.388,0.415,10,0.49
4180,I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9,0.13
4181,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9,0.39
4182,F,0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10,0.31
4183,M,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,7,0.05
4184,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,0.24
4185,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,10,0.06
4186,I,0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9,0.09
4187,M,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,6,0.08
4188,M,0.29,0.23,0.075,0.1165,0.043,0.0255,0.04,7,0.03
4189,I,0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6,0.04
4190,M,0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10,0.26
4191,I,0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8,0.16
4192,F,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10,0.53
4193,M,0.7,0.58,0.205,2.13,0.7415,0.49,0.58,20,0.81
4194,F,0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16,0.3
4195,F,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10,0.2
4196,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,10,0.2
4197,F,0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146,8,0.17
4198,I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8,0.08
4199,M,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,11,0.26
4200,F,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14,0.27
4201,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11,0.61
4202,I,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,7,0.17
4203,F,0.64,0.49,0.18,1.36,0.653,0.347,0.305,9,0.4
4204,F,0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16,0.4
4205,I,0.605,0.49,0.165,1.071,0.482,0.1935,0.352,10,0.24
4206,I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7,0.06
4207,F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,0.47
4208,I,0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9,0.15
4209,M,0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7,0.12
4210,F,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25,0.47
4211,F,0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6,0.14
4212,F,0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,0.2
4213,M,0.555,0.45,0.145,0.915,0.4,0.246,0.285,11,0.23
4214,F,0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11,0.4
4215,M,0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11,0.53
4216,F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,17,0.56
4217,I,0.525,0.4,0.14,0.6055,0.2605,0.108,0.21,9,0.14
4218,F,0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425,10,0.21
4219,M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,0.18
4220,M,0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,10,0.21
4221,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,0.34
4222,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,0.27
4223,I,0.59,0.45,0.16,0.893,0.2745,0.2185,0.345,14,0.27
4224,F,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9,0.23
4225,M,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,10,0.2
4226,M,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7,0.16
4227,F,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11,0.29
4228,F,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,8,0.21
4229,M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,0.21
4230,F,0.625,0.47,0.17,1.255,0.525,0.2415,0.405,10,0.32
4231,M,0.48,0.375,0.145,0.777,0.216,0.13,0.17,9,0.39
4232,M,0.605,0.5,0.175,1.098,0.4765,0.232,0.375,12,0.25
4233,M,0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10,0.15
4234,I,0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8,0.22
4235,M,0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10,0.27
4236,I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,8,0.14
4237,I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,0.29
4238,F,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11,0.35
4239,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10,0.29
4240,M,0.715,0.545,0.18,1.7405,0.871,0.347,0.449,10,0.42
4241,M,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10,0.47
4242,M,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7,0.02
4243,I,0.44,0.35,0.135,0.435,0.1815,0.083,0.125,12,0.13
4244,F,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,9,0.16
4245,F,0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259,9,0.27
4246,I,0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,0.07
4247,I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4,0.03
4248,M,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11,0.15
4249,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17,0.52
4250,M,0.63,0.47,0.155,1.1325,0.589,0.211,0.287,8,0.26
4251,F,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,9,0.17
4252,M,0.66,0.51,0.165,1.6375,0.7685,0.3545,0.3925,14,0.48
4253,I,0.43,0.325,0.11,0.3675,0.1355,0.0935,0.12,13,0.11
4254,F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,9,0.07
4255,M,0.555,0.44,0.145,0.85,0.4165,0.1685,0.23,8,0.2
4256,F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,0.26
4257,M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11,0.68
4258,M,0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14,0.55
4259,F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12,0.24
4260,M,0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10,0.05
4261,F,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11,0.34
4262,F,0.59,0.45,0.16,0.9,0.358,0.156,0.315,19,0.23
4263,F,0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,17,0.15
4264,F,0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,0.21
4265,M,0.535,0.405,0.175,1.2705,0.548,0.3265,0.337,13,0.39
4266,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,13,0.34
4267,I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,10,0.21
4268,F,0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10,0.37
4269,I,0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9,0.17
4270,I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8,0.06
4271,I,0.625,0.43,0.175,1.411,0.572,0.297,0.395,12,0.44
4272,M,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,0.24
4273,M,0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9,0.25
4274,M,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,10,0.3
4275,I,0.37,0.28,0.095,0.2655,0.122,0.052,0.08,7,0.06
4276,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6,0.04
4277,M,0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12,0.14
4278,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9,0.06
4279,M,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10,0.15
4280,F,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,0.05
4281,I,0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8,0.12
4282,I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,0.07
4283,F,0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16,0.27
4284,F,0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,0.18
4285,F,0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7,0.23
4286,I,0.485,0.375,0.14,0.521,0.2,0.123,0.17,8,0.15
4287,F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,11,0.32
4288,I,0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7,0.1
4289,M,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11,0.47
4290,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9,0.39
4291,M,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12,0.32
4292,F,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7,0.3
4293,I,0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6,0.07
4294,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,0.39
4295,F,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10,0.35
4296,I,0.405,0.3,0.12,0.324,0.1265,0.07,0.11,7,0.09
4297,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8,0.23
4298,I,0.205,0.15,0.055,0.042,0.0255,0.015,0.012,5,0.0
